acce(G)   alt(m) 
1.2      5234 
0.8      5234 
0.9      5234 
0.9      5234 
1.2      5234 
1.1      5234 
0.8      5234 
0.7      5234 
0.4      5234 
0.2      5234 
0.7      5205 
0.0      5205 
2.0      5205 
0.2      5234 
0.8      5234 
0.6      5234 
0.7      5234 
0.6      5234 
0.5      5234 
0.6      5205 
0.1      5205 
1.0      5234 
0.6      5234 
1.0      5205 
1.0      5234 
0.1      5205 
0.3      5205 
0.6      5205 
0.7      5205 
0.3      5205 
0.7      5205 
0.5      5175 
0.3      5205 
0.6      5175 
0.5      5205 
0.6      5175 
1.0      5175 
0.0      5205 
0.5      5205 
0.6      5205 
0.0      5175 
0.3      5205 
0.6      5205 
0.6      5205 
0.6      5205 
1.2      5205 
0.6      5205 
0.4      5234 
0.2      5234 
0.5      5234 
0.3      5234 
0.1      5234 
0.0      5234 
0.0      5234 
0.2      5234 
0.6      5264 
0.2      5264 
0.1      5264 
0.1      5294 
0.2      5323 
0.1      5294 
0.3      5264 
1.1      5294 
1.5      5294 
0.0      5294 
0.2      5264 
0.2      5294 
0.0      5294 
0.3      5264 
0.0      5264 
0.1      5294 
0.2      5264 
0.3      5264 
0.2      5294 
0.3      5264 
0.7      5264 
0.7      5264 
0.2      5264 
0.2      5323 
0.0      5323 
0.1      5294 
0.0      5294 
0.3      5264 
0.0      5234 
0.6      5264 
0.3      5264 
0.8      5234 
1.2      5264 
1.2      5264 
1.6      5264 
1.8      5234 
2.1      5264 
1.8      5234 
2.2      5234 
2.7      5264 
3.0      5234 
3.5      5205 
4.3      5205 
3.9      5175 
4.0      5146 
5.6      5146 
5.2      5146 
3.9      5146 
6.6      5146 
4.7      5146 
6.8      5116 
8.4      5116 
8.6      5116 
8.4      5116 
7.2      5116 
7.7      5116 
5.7      5087 
4.0      5116 
6.2      5116 
7.2      5116 
6.3      5116 
7.0      5087 
7.9      5116 
6.8      5087 
7.4      5116 
5.8      5116 
6.5      5116 
5.6      5116 
5.9      5116 
7.7      5087 
7.1      5116 
6.8      5116 
6.1      5087 
5.8      5116 
5.0      5087 
4.7      5116 
3.6      5087 
4.5      5087 
4.9      5116 
4.3      5116 
0.5      5116 
2.1      5087 
5.9      5116 
1.8      5116 
1.6      5116 
3.3      5116 
2.1      5087 
2.6      5087 
4.4      5116 
2.7      5116 
3.9      5087 
2.9      5087 
1.1      5087 
2.2      5087 
1.1      5116 
2.6      5116 
2.2      5087 
4.4      5116 
3.2      5087 
3.1      5116 
3.6      5087 
3.1      5116 
2.9      5116 
2.6      5087 
2.7      5116 
3.1      5116 
5.2      5116 
4.4      5116 
2.5      5116 
4.0      5116 
2.1      5116 
2.3      5116 
2.2      5116 
4.0      5116 
4.0      5116 
3.4      5116 
3.5      5116 
4.5      5116 
2.9      5116 
3.2      5116 
3.5      5116 
4.3      5116 
3.8      5116 
3.2      5116 
3.1      5116 
2.6      5087 
3.0      5087 
3.9      5087 
3.1      5087 
2.9      5116 
3.2      5116 
3.4      5087 
1.5      5116 
1.8      5087 
2.2      5087 
3.1      5087 
3.0      5087 
2.5      5087 
2.2      5087 
3.2      5087 
3.5      5087 
3.8      5087 
3.8      5087 
2.6      5087 
2.2      5087 
1.6      5087 
2.1      5087 
2.6      5057 
1.6      5087 
1.7      5087 
2.5      5087 
2.3      5087 
2.5      5087 
2.5      5087 
2.6      5087 
3.0      5087 
2.6      5087 
2.0      5087 
1.8      5087 
2.6      5087 
2.6      5087 
2.6      5087 
2.1      5087 
2.3      5087 
2.1      5087 
2.6      5087 
2.5      5087 
1.8      5087 
1.7      5087 
1.5      5057 
1.5      5087 
2.1      5057 
1.7      5087 
2.0      5057 
2.7      5087 
1.7      5057 
1.5      5057 
2.1      5087 
2.6      5057 
2.7      5057 
1.5      5057 
0.8      5057 
0.2      5087 
0.1      5087 
1.1      5087 
1.6      5057 
1.7      5057 
1.3      5057 
1.2      5057 
0.8      5057 
0.7      5057 
0.8      5057 
1.3      5057 
1.3      5057 
0.4      5057 
0.1      5057 
0.6      5057 
0.3      5057 
0.8      5057 
1.5      5057 
1.7      5057 
1.8      5057 
1.8      5087 
1.5      5057 
1.7      5057 
2.3      5057 
2.1      5057 
1.3      5057 
1.4      5057 
6.8      5057 
9.8      5116 
1.9      5087 
9.4      5057 
1.3      5087 
3.2      5057 
2.4      5057 
3.0      5057 
2.4      5087 
3.7      5057 
1.5      5057 
2.5      5057 
4.9      5087 
6.6      5057 
6.3      5057 
5.8      5057 
5.4      5057 
5.8      5057 
7.0      5057 
6.2      5057 
4.8      5057 
4.8      5057 
5.4      5057 
5.4      5057 
4.4      5057 
4.4      5057 
4.8      5057 
4.9      5057 
5.0      5057 
5.0      5057 
4.9      5087 
4.3      5057 
4.5      5057 
4.9      5057 
4.7      5057 
4.8      5057 
3.9      5087 
3.6      5087 
3.6      5057 
3.6      5087 
3.5      5087 
3.2      5057 
3.4      5057 
2.7      5057 
3.9      5087 
3.8      5057 
4.0      5057 
5.2      5057 
5.6      5057 
6.3      5057 
5.9      5028 
4.4      5057 
3.2      5057 
2.2      5057 
2.5      5057 
2.3      5057 
3.1      5028 
3.0      5057 
3.5      5028 
3.5      5057 
4.7      5028 
4.4      5057 
3.9      5028 
4.3      5057 
4.3      5057 
4.3      5057 
4.3      5028 
4.4      5028 
3.5      5057 
3.0      5057 
2.5      5057 
3.9      5057 
2.7      5028 
3.6      5028 
3.2      5057 
3.8      5057 
3.1      5057 
4.4      5057 
3.6      5057 
3.0      5028 
2.6      5028 
2.2      5028 
2.2      5057 
2.2      5028 
2.1      5028 
1.8      5057 
2.6      5028 
1.6      5028 
1.2      5028 
1.6      5028 
1.8      5028 
2.0      5057 
2.2      5028 
3.0      5028 
3.0      5028 
3.6      5057 
3.2      5028 
3.6      5028 
3.2      5028 
3.4      5057 
3.6      5028 
3.2      5028 
3.2      5028 
3.0      5028 
2.6      5028 
2.2      5057 
2.1      5028 
2.5      5057 
2.3      5057 
2.2      5028 
2.6      5057 
2.3      5057 
2.5      5057 
2.6      5057 
3.4      5057 
3.6      5057 
4.0      5057 
4.1      5057 
4.3      5057 
3.2      5087 
4.0      5087 
4.3      5057 
4.9      5087 
4.9      5087 
4.8      5087 
4.5      5087 
4.7      5057 
4.5      5057 
4.4      5057 
4.8      5057 
5.3      5028 
5.2      5028 
5.7      5028 
7.0      5028 
9.5      5028 
1.6      5028 
0.7      5028 
2.1      5028 
2.9      5028 
2.2      5028 
0.1      5028 
5.6      5028 
2.6      5028 
1.7      5028 
0.9      4999 
1.5      5028 
1.3      5028 
1.1      5028 
0.4      5028 
0.7      5028 
0.6      4999 
0.0      5028 
0.0      5028 
0.1      5028 
0.3      5028 
0.2      5028 
0.0      5028 
0.5      5057 
0.2      5028 
0.3      5028 
0.0      4999 
0.2      5028 
0.7      5028 
1.6      4999 
1.3      4999 
2.5      4999 
2.0      4999 
0.3      5028 
1.7      4999 
0.6      5028 
0.4      5028 
3.6      5028 
3.2      4999 
2.1      4999 
2.3      5028 
2.9      5028 
3.8      5028 
1.2      5028 
7.9      4999 
1.3      5028 
4.0      5028 
2.7      5057 
5.0      5028 
2.3      5057 
6.3      5028 
0.1      4999 
8.2      5057 
2.1      4999 
1.7      5028 
1.2      4999 
1.7      5028 
2.1      5028 
2.9      5028 
4.8      5028 
9.7      4999 
0.4      4999 
6.5      5028 
7.6      4999 
5.8      4999 
5.2      4999 
4.8      4999 
3.0      4999 
5.4      4999 
1.8      4999 
3.0      4999 
5.1      5028 
5.9      4999 
1.3      4999 
8.6      4999 
5.7      4999 
3.6      5028 
2.4      4999 
3.9      4999 
4.1      4999 
3.4      4999 
3.2      4999 
3.0      4999 
4.1      4969 
3.2      4999 
2.8      4999 
2.7      5028 
2.5      5028 
2.3      4999 
2.8      4999 
2.9      5028 
2.9      5057 
2.9      4999 
3.0      4999 
3.2      4999 
2.5      4999 
2.0      4999 
1.0      4999 
0.9      4999 
3.4      4999 
4.8      4999 
5.0      4999 
5.4      4999 
2.1      4999 
0.5      4999 
4.2      4999 
5.6      4999 
5.9      4999 
5.6      4999 
5.1      4999 
4.7      5028 
4.8      4999 
4.1      4999 
3.8      4999 
3.3      4999 
2.9      4999 
2.3      4999 
2.1      4999 
1.8      4999 
0.9      4999 
0.2      4999 
0.6      4999 
0.6      4999 
0.4      4999 
0.1      4969 
0.3      4969 
0.3      4999 
0.5      4999 
1.2      4999 
1.9      4999 
2.8      4969 
3.4      4969 
4.3      4999 
4.6      4999 
5.4      4999 
5.4      4999 
5.0      4969 
4.1      4999 
3.8      4969 
2.7      4999 
1.8      4999 
1.0      4969 
0.7      4969 
0.2      4969 
0.0      4999 
0.2      4999 
1.1      4999 
1.5      4999 
2.1      4999 
2.7      4999 
3.0      4999 
3.4      4969 
3.7      4999 
3.3      4999 
3.0      4969 
2.5      4969 
2.0      4999 
1.9      4999 
1.2      4999 
0.9      4999 
0.6      4999 
0.5      4999 
0.2      4969 
0.0      4999 
0.3      4969 
0.2      4999 
0.5      4969 
1.0      4999 
1.6      4999 
2.3      4999 
2.5      4999 
2.8      4999 
2.9      4999 
2.5      4969 
2.5      4999 
2.3      4969 
2.0      4999 
2.0      4969 
1.6      4999 
1.4      4999 
1.5      4999 
1.5      4999 
1.4      4999 
1.6      4969 
1.4      4999 
1.2      4999 
1.4      4969 
1.2      4999 
1.5      4969 
1.4      4999 
1.1      4969 
1.2      4999 
1.1      4999 
0.9      4969 
0.6      4969 
1.0      4999 
0.5      4999 
0.5      4999 
0.7      4969 
0.2      4969 
0.3      4969 
0.6      4969 
0.6      4999 
0.6      4969 
1.0      4999 
1.0      4969 
1.2      4969 
1.0      4999 
1.2      4999 
0.9      4969 
1.1      4969 
1.1      4999 
0.9      4999 
1.0      4969 
0.7      4969 
0.6      4969 
0.9      4969 
0.6      4999 
0.6      4969 
0.6      4999 
0.2      4969 
0.5      4969 
0.3      4969 
0.2      4999 
0.7      4969 
0.5      4969 
0.3      4969 
0.6      4969 
0.9      4969 
1.1      4969 
1.1      4969 
1.2      4969 
1.1      4969 
1.1      4999 
1.1      4969 
0.9      4969 
1.1      4969 
0.9      4969 
0.7      4969 
0.5      4969 
0.3      4969 
1.0      4999 
0.9      4969 
0.5      4969 
0.7      4969 
0.5      4969 
0.5      4999 
0.1      4969 
0.3      4969 
0.3      4999 
0.3      4969 
0.7      4999 
0.6      4969 
0.6      4999 
0.9      4969 
1.1      4969 
0.9      4969 
1.1      4969 
1.0      4969 
0.9      4969 
0.5      4969 
0.6      4969 
0.9      4969 
0.9      4969 
1.1      4969 
1.2      4969 
1.0      4969 
1.2      4969 
1.1      4969 
1.2      4940 
1.1      4969 
1.1      4969 
1.2      4969 
1.2      4969 
1.1      4969 
1.1      4969 
0.7      4969 
1.1      4969 
1.2      4969 
1.0      4969 
0.9      4969 
1.0      4969 
1.1      4969 
1.2      4969 
1.2      4969 
1.1      4969 
1.1      4969 
1.0      4999 
0.6      4969 
0.6      4969 
0.5      4969 
0.6      4999 
0.7      4969 
0.9      4969 
0.7      4969 
0.9      4969 
0.9      4969 
0.6      4969 
0.6      4969 
1.1      4969 
1.2      4969 
1.0      4969 
1.1      4969 
1.5      4969 
1.1      4969 
1.0      4969 
1.4      4969 
1.2      4969 
1.0      4969 
1.0      4969 
1.1      4969 
1.0      4969 
1.0      4969 
0.9      4969 
0.9      4969 
0.9      4999 
0.6      4969 
1.2      4999 
1.1      4969 
0.9      4969 
1.2      4969 
1.0      4969 
0.7      4969 
1.2      4969 
1.5      4969 
1.2      4999 
1.5      4999 
1.6      4969 
1.6      4969 
1.8      4969 
1.4      4940 
1.1      4969 
1.2      4969 
0.5      4969 
1.0      4969 
0.7      4969 
1.0      4969 
0.6      4969 
0.9      4969 
0.7      4969 
1.1      4969 
1.1      4969 
0.9      4969 
1.0      4969 
0.6      4969 
0.7      4969 
0.9      4969 
0.7      4969 
1.1      4969 
0.7      4969 
1.0      4969 
0.7      4969 
1.0      4969 
0.7      4969 
1.0      4969 
0.7      4969 
0.9      4969 
0.9      4969 
1.0      4969 
0.7      4969 
0.7      4969 
0.6      4969 
0.9      4969 
0.7      4969 
1.1      4969 
0.9      4969 
0.9      4969 
0.7      4969 
0.7      4969 
0.5      4999 
0.7      4969 
0.6      4940 
0.9      4969 
0.7      4940 
0.6      4969 
0.6      4999 
0.7      4969 
0.9      4969 
1.0      4969 
1.0      4969 
0.9      4969 
1.0      4969 
0.9      4969 
0.7      4940 
0.9      4969 
0.9      4969 
0.7      4969 
0.7      4969 
0.9      4940 
0.9      4969 
0.6      4969 
0.9      4969 
0.9      4969 
0.7      4969 
0.6      4969 
0.6      4969 
0.5      4969 
0.7      4969 
0.6      4969 
0.6      4940 
0.9      4969 
0.7      4969 
0.9      4969 
0.9      4969 
0.9      4969 
1.0      4969 
0.7      4940 
0.9      4969 
0.9      4969 
1.0      4969 
0.9      4969 
1.1      4969 
1.0      4969 
0.9      4969 
0.7      4969 
0.9      4969 
0.9      4969 
0.9      4969 
1.1      4969 
0.7      4969 
0.9      4969 
1.0      4940 
0.7      4969 
1.0      4969 
1.0      4969 
1.0      4969 
1.0      4969 
0.9      4940 
0.7      4969 
0.7      4969 
0.9      4969 
1.0      4940 
1.0      4940 
1.0      4940 
1.0      4969 
1.0      4969 
1.0      4969 
1.1      4969 
0.9      4969 
1.1      4969 
1.0      4940 
1.1      4969 
0.9      4969 
0.9      4969 
0.6      4940 
0.6      4940 
0.6      4940 
0.5      4940 
0.5      4940 
0.3      4940 
0.5      4940 
0.6      4969 
0.7      4969 
0.7      4940 
0.9      4940 
0.7      4940 
0.9      4940 
1.0      4940 
1.1      4969 
1.4      4940 
1.2      4940 
1.1      4969 
1.1      4940 
1.1      4940 
1.1      4969 
1.1      4940 
0.7      4940 
0.9      4969 
0.7      4940 
1.1      4969 
0.9      4940 
0.9      4940 
1.0      4940 
1.0      4940 
1.0      4969 
0.9      4940 
1.0      4940 
0.9      4969 
0.9      4969 
0.7      4940 
0.7      4940 
0.9      4940 
0.7      4969 
0.7      4940 
1.1      4940 
0.6      4940 
0.9      4969 
1.0      4969 
0.7      4940 
1.0      4940 
0.9      4940 
0.9      4940 
0.7      4969 
0.9      4940 
0.7      4940 
0.7      4940 
0.7      4940 
0.5      4940 
0.9      4940 
0.9      4940 
0.6      4940 
0.9      4940 
0.7      4969 
0.6      4940 
1.0      4969 
0.9      4940 
0.6      4940 
0.7      4940 
0.9      4940 
0.9      4940 
0.9      4940 
0.6      4940 
0.7      4940 
0.9      4940 
0.9      4969 
0.7      4940 
0.7      4940 
0.7      4969 
0.9      4940 
0.5      4940 
0.6      4940 
0.7      4940 
1.0      4940 
0.6      4940 
0.9      4969 
0.6      4969 
1.0      4940 
0.7      4940 
0.6      4940 
0.7      4940 
0.9      4969 
0.7      4969 
0.9      4940 
0.7      4940 
0.6      4940 
0.7      4940 
0.7      4940 
0.7      4940 
0.6      4969 
0.6      4940 
0.7      4940 
0.9      4940 
0.6      4940 
0.6      4940 
0.9      4940 
0.6      4940 
0.9      4969 
0.7      4940 
0.9      4969 
0.9      4940 
0.9      4940 
0.5      4940 
0.7      4940 
0.7      4940 
0.9      4940 
0.6      4940 
0.6      4940 
0.9      4940 
0.7      4940 
1.0      4940 
0.9      4940 
0.6      4940 
0.7      4940 
0.9      4940 
0.6      4940 
0.9      4940 
0.9      4940 
1.0      4940 
1.0      4940 
0.9      4940 
1.1      4969 
1.0      4940 
1.0      4940 
1.1      4940 
0.9      4940 
1.0      4940 
0.7      4940 
0.9      4940 
0.9      4911 
1.1      4940 
0.7      4940 
1.0      4940 
1.1      4940 
0.9      4940 
0.9      4940 
1.0      4940 
0.7      4940 
0.9      4940 
0.9      4940 
0.7      4940 
1.0      4940 
1.0      4940 
0.9      4940 
1.0      4940 
0.9      4940 
0.9      4940 
0.9      4940 
0.6      4940 
1.0      4940 
0.6      4940 
0.7      4911 
0.5      4940 
0.7      4940 
0.6      4940 
0.7      4940 
0.7      4940 
0.6      4940 
0.7      4940 
0.7      4940 
0.5      4940 
0.6      4940 
0.7      4940 
0.7      4969 
0.7      4940 
1.0      4940 
0.9      4940 
0.9      4940 
0.7      4940 
0.9      4940 
0.7      4940 
0.9      4940 
0.7      4940 
0.6      4940 
0.9      4940 
0.9      4940 
0.6      4940 
0.9      4940 
0.9      4940 
0.6      4940 
0.9      4940 
0.9      4911 
0.9      4940 
0.9      4940 
0.7      4940 
0.7      4940 
1.0      4940 
0.7      4940 
0.7      4940 
1.0      4940 
0.7      4911 
1.0      4940 
1.0      4940 
0.7      4940 
1.0      4940 
1.0      4940 
0.7      4940 
0.7      4940 
0.9      4940 
0.7      4940 
0.7      4940 
0.9      4940 
0.9      4911 
0.9      4940 
0.9      4940 
0.7      4940 
1.0      4940 
1.0      4911 
0.7      4911 
0.9      4911 
0.9      4940 
0.6      4940 
1.0      4940 
0.9      4940 
0.7      4911 
0.7      4911 
1.0      4940 
0.7      4911 
0.9      4940 
0.6      4940 
1.0      4911 
0.7      4940 
1.0      4911 
0.9      4940 
1.1      4940 
1.0      4940 
1.1      4911 
1.0      4940 
1.1      4940 
0.9      4911 
1.0      4911 
0.9      4940 
0.9      4911 
0.9      4911 
1.0      4911 
0.6      4911 
0.9      4911 
0.9      4940 
0.9      4911 
0.7      4940 
0.7      4940 
0.6      4940 
0.9      4911 
0.7      4940 
0.9      4940 
0.9      4911 
0.9      4940 
0.7      4911 
0.9      4940 
0.7      4911 
1.0      4911 
1.0      4940 
1.0      4911 
1.1      4911 
1.1      4940 
1.0      4940 
1.1      4911 
0.9      4911 
1.0      4911 
0.7      4911 
0.9      4911 
1.0      4911 
0.6      4911 
0.7      4911 
0.9      4940 
0.9      4911 
0.9      4911 
1.1      4911 
1.0      4911 
0.9      4911 
1.0      4911 
1.0      4911 
0.9      4911 
0.7      4911 
1.1      4911 
0.9      4940 
0.6      4911 
0.9      4911 
0.7      4911 
0.9      4911 
1.1      4911 
0.7      4940 
0.9      4911 
0.9      4911 
0.9      4911 
1.0      4940 
1.0      4911 
0.9      4911 
1.0      4911 
0.9      4911 
0.9      4911 
1.1      4911 
0.9      4911 
1.0      4911 
1.0      4911 
1.0      4911 
0.9      4911 
1.0      4911 
0.9      4911 
1.0      4911 
1.0      4911 
0.7      4911 
1.0      4911 
0.9      4911 
1.1      4911 
1.0      4911 
1.2      4911 
1.0      4911 
1.1      4911 
1.1      4911 
1.1      4911 
1.1      4911 
1.1      4911 
1.0      4911 
1.1      4911 
0.9      4911 
0.9      4911 
1.1      4911 
0.7      4911 
0.9      4911 
0.7      4911 
0.6      4911 
0.5      4911 
0.7      4911 
0.7      4911 
0.9      4911 
0.9      4911 
1.0      4911 
0.6      4911 
1.0      4911 
0.9      4911 
1.4      4911 
1.0      4911 
1.2      4911 
1.0      4911 
1.2      4911 
1.0      4911 
1.1      4911 
0.9      4911 
1.1      4911 
1.0      4911 
1.0      4911 
1.0      4911 
1.1      4911 
0.7      4911 
1.2      4911 
0.9      4911 
1.0      4911 
1.1      4911 
1.1      4911 
1.1      4911 
1.2      4882 
1.0      4911 
1.1      4911 
1.1      4911 
1.0      4911 
1.1      4911 
0.9      4911 
1.1      4911 
1.0      4911 
0.9      4911 
1.0      4911 
1.2      4911 
1.1      4911 
1.1      4911 
1.0      4911 
1.1      4882 
1.1      4882 
0.7      4911 
1.0      4882 
1.1      4911 
0.9      4911 
1.0      4911 
1.0      4911 
1.0      4882 
1.0      4911 
0.9      4911 
1.0      4911 
1.1      4911 
0.9      4911 
1.2      4911 
1.0      4911 
0.9      4911 
1.0      4911 
1.1      4911 
0.9      4911 
0.9      4911 
0.9      4911 
0.9      4911 
1.1      4911 
1.0      4911 
0.9      4911 
1.2      4911 
0.9      4882 
0.9      4911 
0.9      4911 
1.0      4911 
0.9      4911 
0.9      4911 
0.9      4882 
1.2      4911 
1.1      4911 
1.0      4911 
1.1      4911 
0.7      4911 
1.1      4911 
1.0      4911 
0.9      4911 
0.9      4911 
1.0      4911 
0.9      4911 
0.7      4911 
0.9      4911 
0.7      4882 
0.9      4911 
0.7      4911 
1.0      4911 
0.9      4911 
1.0      4882 
1.1      4911 
1.1      4911 
1.0      4882 
1.2      4911 
1.0      4882 
1.0      4911 
0.7      4911 
1.0      4882 
1.0      4882 
0.9      4911 
1.2      4911 
0.9      4911 
1.0      4911 
1.2      4911 
0.9      4911 
1.0      4882 
1.1      4882 
0.7      4882 
1.1      4882 
1.0      4882 
1.1      4911 
1.1      4882 
1.1      4911 
1.0      4882 
1.1      4911 
1.1      4882 
1.0      4911 
1.1      4882 
0.9      4911 
1.1      4911 
1.1      4882 
0.9      4911 
1.0      4882 
1.0      4882 
0.7      4911 
0.9      4882 
0.9      4882 
1.0      4911 
1.1      4882 
1.1      4911 
0.7      4911 
1.1      4911 
1.0      4911 
1.1      4911 
1.1      4882 
0.9      4911 
1.4      4882 
1.2      4882 
1.0      4911 
1.0      4882 
0.9      4882 
1.0      4882 
1.1      4882 
0.9      4882 
0.9      4911 
1.0      4911 
1.0      4882 
1.1      4882 
1.1      4882 
1.0      4882 
1.1      4882 
1.0      4911 
1.1      4882 
1.2      4882 
1.0      4911 
0.9      4882 
1.1      4882 
1.0      4911 
0.9      4882 
1.1      4882 
1.0      4911 
1.2      4882 
1.2      4882 
1.0      4911 
1.1      4911 
1.4      4882 
0.9      4882 
1.4      4882 
1.1      4882 
0.9      4882 
1.2      4882 
1.1      4911 
0.9      4882 
1.1      4882 
1.0      4911 
0.9      4882 
1.2      4882 
1.1      4882 
1.1      4911 
0.9      4882 
1.2      4911 
1.1      4882 
1.0      4911 
1.1      4882 
0.9      4911 
1.1      4882 
1.1      4882 
1.0      4882 
1.1      4911 
1.0      4882 
1.0      4882 
1.0      4882 
1.0      4882 
1.0      4882 
1.1      4882 
1.2      4882 
0.7      4882 
1.1      4882 
1.0      4882 
1.2      4911 
1.0      4882 
1.0      4882 
1.0      4882 
0.9      4882 
1.0      4882 
0.9      4882 
0.9      4882 
1.1      4882 
0.6      4882 
1.0      4882 
1.0      4882 
1.0      4882 
1.1      4882 
1.0      4911 
1.0      4882 
0.9      4882 
1.0      4882 
1.2      4882 
1.1      4882 
1.1      4882 
1.0      4882 
1.1      4882 
1.0      4882 
1.1      4882 
1.1      4911 
1.2      4882 
1.0      4882 
1.1      4882 
1.0      4882 
1.1      4882 
0.9      4882 
1.0      4882 
0.9      4882 
0.9      4882 
0.9      4882 
0.9      4882 
1.0      4882 
1.0      4882 
1.1      4882 
0.9      4882 
1.0      4882 
0.9      4882 
1.2      4882 
1.1      4882 
1.2      4911 
1.4      4882 
1.1      4882 
1.4      4882 
0.9      4852 
0.9      4882 
1.2      4852 
0.9      4882 
1.0      4882 
1.1      4882 
1.1      4882 
1.0      4882 
1.2      4852 
1.1      4882 
1.1      4882 
1.2      4882 
1.0      4882 
1.4      4882 
1.1      4882 
1.1      4882 
1.2      4882 
1.1      4852 
1.0      4882 
1.2      4882 
1.0      4882 
1.1      4882 
1.1      4882 
1.0      4882 
1.0      4882 
1.2      4882 
1.2      4882 
1.1      4882 
1.2      4882 
1.1      4882 
1.4      4882 
1.1      4852 
1.4      4882 
1.5      4882 
1.1      4882 
1.1      4882 
1.2      4852 
1.0      4882 
1.4      4882 
1.1      4882 
0.9      4882 
0.9      4882 
1.1      4882 
0.9      4882 
1.1      4882 
1.0      4882 
1.2      4882 
0.9      4882 
1.2      4882 
1.1      4882 
1.5      4882 
1.1      4882 
1.2      4882 
1.2      4882 
1.1      4882 
1.1      4882 
1.2      4882 
1.0      4852 
1.2      4882 
1.0      4882 
1.2      4882 
0.9      4852 
1.1      4852 
0.9      4882 
1.1      4882 
0.7      4852 
1.0      4882 
0.7      4852 
0.9      4882 
0.9      4882 
1.1      4852 
1.0      4852 
1.0      4882 
0.9      4882 
1.0      4852 
0.9      4882 
1.1      4882 
1.0      4882 
1.2      4882 
1.0      4882 
1.0      4882 
1.0      4882 
0.9      4852 
1.1      4852 
1.0      4882 
1.1      4882 
1.1      4852 
1.0      4882 
0.7      4882 
1.1      4882 
0.7      4852 
0.9      4882 
0.9      4882 
0.9      4882 
1.1      4882 
1.0      4882 
0.7      4882 
1.0      4852 
1.2      4882 
0.9      4852 
0.9      4852 
1.0      4882 
0.9      4882 
1.0      4882 
0.7      4882 
1.0      4852 
0.9      4882 
0.9      4852 
1.1      4882 
0.9      4882 
1.0      4852 
0.9      4852 
1.1      4852 
1.0      4852 
1.1      4852 
1.0      4882 
1.0      4852 
0.9      4852 
0.7      4882 
0.9      4852 
1.0      4882 
1.0      4852 
1.2      4852 
1.1      4852 
0.9      4852 
1.1      4852 
1.2      4852 
1.0      4852 
1.2      4852 
0.7      4882 
1.1      4882 
0.7      4882 
1.0      4882 
1.0      4852 
1.0      4852 
1.0      4882 
1.2      4852 
1.0      4882 
1.1      4882 
1.2      4882 
1.1      4852 
1.2      4852 
1.4      4852 
1.1      4852 
1.2      4882 
1.1      4882 
1.0      4852 
1.0      4852 
0.7      4852 
1.1      4882 
1.0      4852 
0.9      4852 
1.0      4882 
1.0      4852 
1.0      4852 
1.0      4852 
0.9      4882 
1.1      4852 
1.2      4852 
1.2      4852 
1.4      4852 
1.2      4852 
1.1      4852 
1.2      4852 
0.9      4852 
1.1      4852 
1.0      4882 
0.9      4882 
1.0      4852 
0.7      4852 
0.9      4852 
1.0      4882 
1.1      4852 
0.9      4852 
1.0      4852 
1.0      4852 
1.0      4852 
1.1      4882 
1.1      4852 
0.9      4852 
1.1      4852 
1.1      4852 
1.2      4852 
1.4      4852 
1.0      4852 
1.1      4852 
1.4      4852 
1.1      4852 
1.0      4852 
1.1      4852 
1.0      4852 
0.9      4852 
1.0      4852 
0.7      4852 
1.0      4852 
1.2      4852 
0.9      4852 
0.9      4852 
1.0      4852 
0.9      4852 
1.0      4852 
1.1      4852 
1.0      4882 
1.2      4852 
1.1      4852 
1.0      4852 
1.2      4882 
0.9      4852 
1.0      4852 
1.0      4852 
0.7      4882 
1.1      4882 
0.9      4882 
0.7      4852 
1.1      4852 
0.9      4852 
0.7      4852 
1.0      4852 
0.9      4852 
0.9      4852 
1.0      4852 
0.9      4852 
1.0      4852 
1.2      4852 
1.0      4852 
1.0      4852 
1.1      4852 
1.0      4852 
1.4      4852 
1.2      4852 
1.0      4852 
1.1      4852 
1.1      4852 
0.9      4852 
1.0      4852 
0.9      4852 
0.9      4852 
0.9      4852 
0.6      4852 
0.7      4852 
0.9      4852 
0.9      4852 
1.1      4852 
0.9      4852 
1.0      4852 
1.0      4852 
0.7      4852 
0.9      4852 
0.7      4852 
1.0      4852 
0.7      4852 
1.0      4852 
0.9      4852 
0.9      4852 
0.9      4852 
0.6      4852 
0.7      4852 
0.9      4852 
1.1      4852 
1.0      4852 
1.1      4852 
1.1      4852 
0.9      4852 
1.0      4852 
1.0      4852 
0.9      4852 
1.1      4852 
1.1      4852 
0.9      4852 
1.0      4823 
1.0      4852 
0.7      4852 
1.0      4852 
0.9      4852 
1.0      4852 
1.1      4852 
0.7      4852 
0.7      4852 
1.0      4852 
0.7      4882 
0.6      4852 
0.6      4852 
0.7      4852 
1.0      4852 
0.7      4852 
1.0      4823 
0.9      4852 
1.0      4852 
0.7      4852 
1.0      4852 
1.0      4852 
1.2      4852 
1.0      4852 
1.4      4852 
0.9      4852 
1.1      4852 
0.7      4852 
1.2      4852 
0.9      4852 
1.2      4852 
1.0      4823 
1.2      4852 
1.0      4852 
1.1      4852 
0.9      4852 
1.0      4852 
0.7      4852 
0.9      4852 
0.9      4852 
0.7      4852 
0.9      4852 
0.7      4852 
0.9      4852 
0.7      4852 
0.9      4852 
0.7      4852 
1.0      4852 
1.0      4852 
1.2      4852 
1.1      4852 
0.9      4852 
1.0      4852 
1.0      4852 
0.9      4852 
